Age,Height,Weight,Foot_Length,Head_Circ,Chest_Circ,Neck_Circ,Waist_Circ,Shoulder_Breadth,Sitting_Ht,SittingKneeHt,SittingEyeHt,NavalHt,Pupils_Dist,ArmSpan,Writing Hand,Gender (1=M)
27,1685,87.2,258,580,1114,394,1005,561,898,528,784,1030,68,1738,1,1
29,1675,70,262,572,971,412,875,500,903,512,780,986,63,1673,2,1
37,1675,78.5,261,572,1033,392,944,484,895,533,772,1042,66,1752,1,1
43,1690,87,273,574,1118,415,980,492,880,534,775,981,65,1769,1,1
34,1593,70,231,564,1027,390,836,497,835,502,733,951,67,1644,1,1
47,1737,82.4,257,578,1064,388,965,508,907,544,803,1046,64,1780,1,1
42,1693,81.3,259,585,1073,422,949,529,909,534,794,1012,68,1714,2,1
47,1706,87.3,253,587,1088,428,968,511,900,533,780,988,63,1756,1,1
20,1888,78.7,298,572,968,371,836,501,958,614,833,1174,66,1935,1,1
25,1706,74.8,256,573,1020,375,815,491,863,555,745,1045,64,1788,2,1
23,1841,79.3,284,577,987,397,812,490,933,593,804,1138,65,1859,1,1
40,1906,94.2,297,583,1061,408,1037,520,987,603,863,1171,63,1976,1,1
30,1866,86.7,290,583,994,390,925,510,960,593,840,1133,62,1912,1,1
40,1788,88.9,289,607,1127,398,1008,515,922,568,803,1073,69,1877,1,1
27,1887,97,292,570,1069,404,933,522,953,611,834,1165,66,2052,1,1
43,1687,93.8,247,576,1107,438,1074,541,890,528,772,991,63,1743,1,1
55,1724,104.6,271,575,1242,459,1137,557,919,526,799,1000,64,1743,1,1
24,1710,76.8,275,583,989,383,838,508,879,543,774,1032,69,1824,1,1
50,1763,110.4,267,601,1211,466,1127,578,920,555,808,1059,66,1790,2,1
57,1722,99.1,262,585,1135,439,1080,540,913,544,795,1028,71,1734,2,1
48,1722,83.7,269,564,1017,397,1014,474,900,532,774,1012,63,1728,1,1
23,1659,68.7,261,565,1000,370,818,501,867,518,752,1017,62,1772,1,1
51,1741,88.5,267,566,1092,388,1002,511,930,549,805,1061,62,1821,1,1
50,1710,86.9,262,585,1113,413,1000,506,887,551,764,1028,64,1763,1,1
28,1774,103.4,285,562,1127,406,1100,526,903,580,799,1055,59,1843,2,1
25,1730,79.2,258,554,1019,402,900,498,917,526,808,1044,64,1683,1,1
41,1798,65.1,268,554,939,360,817,468,943,559,836,1079,63,1802,1,1
55,1738,83.1,253,581,1044,400,976,505,919,528,802,1048,65,1736,1,1
49,1781,99.9,284,566,1125,411,1090,546,880,593,770,1107,64,1943,1,1
35,1623,96.8,268,551,1219,433,1071,535,874,509,763,953,59,1628,1,1
35,1725,84.7,270,572,1043,431,916,513,928,523,801,1048,61,1713,1,1
44,1756,73.7,283,557,1009,374,922,493,931,558,807,1070,62,1842,1,1
26,1800,84.9,278,567,1097,370,917,531,945,562,822,1075,61,1854,1,1
51,1778,98.5,285,575,1079,402,1011,522,900,584,789,1078,72,1863,1,1
29,1674,77.4,268,556,1025,396,867,498,864,545,752,1014,66,1757,1,1
22,1774,85.5,281,580,997,393,872,497,908,568,791,1090,62,1841,1,1
34,1705,111.1,269,574,1250,427,1214,573,898,553,794,1011,70,1770,1,1
36,1749,82.9,283,583,1075,410,968,500,917,559,797,1053,67,1793,1,1
23,1821,96.6,283,562,1161,428,1051,535,922,584,803,1100,65,1883,1,1
33,1691,66.5,255,561,1014,364,798,461,885,523,779,1009,55,1694,1,1
46,1686,86.8,244,569,1087,415,980,517,917,520,808,988,61,1691,1,1
19,1823,93.4,279,578,1100,405,971,520,937,583,803,1099,68,1886,1,1
41,1771,112.3,271,566,1297,435,1103,575,920,565,807,1103,68,1832,1,1
33,1750,95.4,262,598,1117,407,998,527,918,552,798,1041,69,1729,1,1
26,1687,77.6,263,568,1017,378,883,492,903,528,788,997,61,1711,1,1
38,1642,72.7,249,560,1014,389,870,506,880,515,777,978,63,1714,1,1
37,1734,91.5,266,586,1132,404,1043,508,908,548,785,1004,64,1704,1,1
42,1757,107.6,291,595,1173,435,1113,557,900,555,788,1082,65,1826,1,1
42,1784,102.7,289,580,1144,428,1050,535,899,585,783,1088,75,1822,1,1
43,1685,79.8,264,551,1072,393,965,519,896,525,784,1001,63,1757,1,1
38,1742,83.9,269,563,1017,423,935,512,945,530,824,1022,65,1763,1,1
29,1788,88.8,269,565,1066,397,966,527,931,547,824,1093,65,1800,2,1
47,1694,89.1,263,570,1127,404,1103,518,890,543,778,968,62,1757,1,1
41,1873,99.8,282,605,1101,424,1007,519,977,593,853,1129,71,1864,1,1
50,1843,116.1,286,615,1215,462,1122,579,969,584,848,1114,69,1923,2,1
31,1635,76.7,243,570,1057,403,955,479,856,518,748,971,64,1636,1,1
42,1833,117.9,289,582,1194,438,1123,586,949,607,836,1084,71,1921,1,1
33,1919,108.6,307,572,1127,407,995,547,961,628,828,1182,69,1979,1,1
49,1779,132.9,272,569,1277,430,1287,600,905,581,792,988,63,1886,1,1
52,1825,95.2,291,595,1072,435,983,501,880,613,780,1125,73,1951,1,1
29,1734,87.8,263,570,1041,411,973,513,857,550,747,1057,65,1815,1,1
46,1663,82.2,252,569,1053,383,939,515,900,499,784,988,64,1691,1,1
33,1718,87,259,570,1088,396,1000,521,909,546,784,1012,64,1718,1,1
28,1814,95.4,289,590,1080,412,893,520,946,580,818,1102,70,1854,1,1
48,1760,83.5,265,567,1066,403,996,487,897,585,774,1082,62,1843,1,1
36,1631,67.2,251,557,977,370,847,462,830,515,725,990,62,1685,3,1
53,1740,93.8,253,557,1149,438,1058,538,914,547,793,1043,68,1817,1,1
36,1749,91.3,263,575,1106,402,988,550,883,570,770,1085,65,1874,1,1
39,1757,94.7,275,580,1144,436,1029,545,909,558,793,1072,64,1837,1,1
47,1870,96.4,283,585,1124,418,1062,512,974,585,847,1118,67,1863,1,1
21,1754,72,275,567,971,375,793,461,940,546,824,1086,62,1798,1,1
20,1700,66.6,252,570,948,366,805,462,882,534,774,1047,62,1715,1,1
29,1683,70,247,547,1034,384,873,498,880,509,780,1004,61,1711,1,1
43,1717,76.7,250,543,1056,397,931,493,879,538,778,1006,57,1744,1,1
29,1820,78.5,292,565,969,400,835,492,962,562,837,1087,64,1862,1,1
44,1705,120.9,272,585,1336,514,1223,584,937,543,824,975,66,1722,1,1
55,1844,110,291,592,1233,421,1118,536,945,587,827,1098,67,1893,1,1
40,1727,78.1,272,556,1062,395,912,506,883,542,757,1020,62,1770,1,1
30,1697,76.1,280,568,1015,373,866,500,895,529,768,1012,60,1756,1,1
31,1695,72.3,263,552,986,380,844,491,929,516,817,1005,64,1708,1,1
27,1781,82,260,581,987,407,860,497,958,552,840,1065,61,1807,2,1
40,1784,79.8,272,552,1072,390,930,517,936,562,830,1074,63,1859,1,1
29,1719,77.9,261,567,1024,390,898,481,834,564,732,1067,66,1821,1,1
25,1757,79.8,263,561,1037,381,880,516,925,549,805,1058,67,1826,1,1
32,1744,68,281,542,949,362,826,479,917,544,808,1041,60,1874,1,1
24,1787,109.6,276,600,1254,437,1052,570,921,563,815,1089,68,1796,1,1
42,1733,85.8,284,575,1130,405,982,516,913,534,803,1005,68,1764,1,1
44,1698,82.9,272,534,1077,378,1010,498,907,536,801,997,64,1732,1,1
30,1874,116.2,288,600,1174,425,1073,566,1012,593,876,1113,63,1901,1,1
31,1774,77.4,270,553,999,390,887,490,877,561,773,1103,59,1825,1,1
19,1823,98.9,279,580,1093,417,1024,524,965,574,855,1101,67,1843,1,1
32,1753,84.4,285,574,1071,386,850,528,922,558,800,1053,64,1862,1,1
24,1793,85.1,264,615,1106,404,870,515,958,567,840,1088,65,1810,1,1
32,1679,73.1,261,538,1024,375,897,486,866,541,757,1035,60,1712,1,1
26,1682,77.6,268,540,1038,385,948,494,853,550,734,1042,63,1684,1,1
19,1761,75.4,262,580,994,379,789,480,935,545,814,1086,63,1767,1,1
32,1717,96.3,294,584,1149,442,1010,544,907,548,794,1017,66,1748,1,1
27,1755,86.3,268,562,1044,401,955,514,930,549,817,1063,64,1774,1,1
34,1681,92.8,259,567,1180,430,985,542,909,510,800,1002,62,1714,1,1
53,1800,83.6,271,575,1043,399,975,495,962,552,848,1049,64,1826,1,1
30,1862,136.9,281,582,1265,442,1325,610,992,600,868,1073,60,1903,2,1
28,1706,86.1,264,572,1058,404,1026,503,900,538,785,999,67,1738,1,1
26,1788,78.6,264,555,1007,384,926,493,950,553,832,1069,56,1794,1,1
35,1712,105.5,267,568,1177,420,1100,555,904,535,789,1058,64,1811,2,1
20,1663,69.3,281,568,950,363,825,468,874,517,777,998,60,1765,1,1
21,1675,68.3,264,573,953,376,800,468,867,532,760,1011,67,1640,1,1
19,1707,58.7,256,567,888,353,729,456,917,518,798,1032,64,1672,1,1
22,1635,71.2,270,530,999,390,850,477,855,514,757,1008,61,1711,1,1
21,1694,74.6,271,567,1029,380,891,500,890,531,767,1013,64,1759,2,1
49,1740,99.5,275,576,1223,436,1097,572,930,553,808,1015,67,1851,1,1
25,1680,84.7,265,560,1068,398,938,510,907,515,778,971,63,1779,3,1
50,1885,128.5,292,608,1246,468,1110,591,947,627,829,1137,73,1981,2,1
31,1698,83,265,587,1074,414,953,519,920,522,800,980,68,1800,1,1
20,1848,88.1,274,572,994,400,893,517,951,588,837,1140,63,1887,1,1
23,1697,89.7,271,567,1105,415,991,530,905,530,777,991,60,1744,1,1
28,1814,86.2,294,555,1082,358,897,502,913,594,804,1124,64,1874,1,1
28,1819,97.9,300,603,1052,403,986,516,918,597,802,1125,70,1891,2,1
29,1728,86.8,300,588,1022,371,917,497,859,574,752,1100,65,1895,1,1
27,1723,69.3,274,588,986,385,731,503,885,544,771,1073,68,1812,2,1
46,1808,88.8,272,600,1111,419,978,512,970,549,848,1083,69,1843,1,1
46,1786,75.8,287,563,986,400,884,488,897,569,782,1097,69,1746,1,1
21,1696,70.3,272,581,950,385,780,489,852,544,743,1042,65,1824,1,1
21,1747,74.3,279,566,1005,385,845,490,938,542,825,1043,63,1782,1,1
25,1775,92.6,280,577,1025,399,896,512,885,574,775,1095,74,1922,1,1
29,1802,90.3,274,578,1053,396,991,492,948,568,828,1103,64,1807,1,1
47,1891,90.8,285,575,1092,413,877,526,1001,591,879,1179,68,1906,1,1
25,1665,56.3,252,548,879,348,721,456,894,491,785,982,56,1662,1,1
23,1800,133.6,273,559,1282,410,1334,596,944,575,808,1035,63,1847,1,1
24,1793,87.9,279,576,1009,405,892,503,908,580,783,1084,68,1811,1,1
31,1701,83.9,256,574,1064,375,953,524,863,534,755,1033,64,1807,1,1
23,1808,76.9,295,550,985,391,800,514,896,592,774,1136,68,1934,1,1
36,1765,80.7,268,579,1044,376,928,493,930,540,803,1044,68,1808,1,1
38,1874,112.1,288,585,1272,453,1042,545,975,592,857,1106,71,2006,1,1
22,1686,67.6,243,558,970,374,794,470,920,517,806,999,62,1702,1,1
31,1676,100.4,265,586,1185,421,1117,543,885,532,782,1016,62,1659,1,1
28,1689,78.1,263,581,1072,411,908,510,863,538,739,1072,61,1783,1,1
20,1711,70.9,272,577,979,376,800,485,857,542,724,1044,66,1802,1,1
21,1887,79,288,581,932,392,783,496,951,603,819,1178,74,1909,1,1
23,1725,68.8,275,591,932,384,785,476,872,562,740,1052,63,1832,1,1
20,1762,74.8,288,567,989,386,799,491,883,570,770,1095,66,1847,1,1
21,1689,74.6,270,572,992,403,865,478,920,509,802,1003,62,1693,1,1
52,1735,94.5,255,555,1155,422,1062,544,905,555,784,1035,55,1752,1,1
25,1708,79.7,259,550,1024,395,936,490,893,533,780,1037,65,1705,1,1
31,1780,87.7,267,582,1076,390,943,521,952,545,835,1073,64,1810,1,1
48,1783,79.9,271,534,1004,380,973,497,927,555,814,1076,62,1784,1,1
47,1778,90,285,574,1105,379,965,519,904,574,788,1105,63,1868,1,1
45,1814,94.3,290,575,1102,387,1015,513,851,613,746,1142,71,1981,1,1
47,1675,93.3,263,574,1182,427,1063,516,868,538,759,1003,64,1736,1,1
42,1733,87.8,265,570,1088,424,965,511,894,556,778,1038,67,1799,1,1
38,1605,57.2,242,548,937,365,787,459,880,473,772,948,62,1607,1,1
39,1738,107.9,272,582,1202,433,1096,550,905,558,791,1027,62,1763,2,1
41,1711,79.1,266,560,1054,385,943,499,889,544,781,1051,59,1776,1,1
45,1665,78,249,560,1097,396,930,523,866,533,758,1026,60,1745,1,1
49,1812,91.2,272,570,1132,429,955,525,969,545,856,1073,62,1784,1,1
51,1823,116.6,288,625,1224,477,1127,580,941,570,818,1110,73,1879,1,1
50,1801,110.7,292,580,1174,428,1140,538,907,603,795,1078,68,1950,1,1
32,1750,96.3,261,569,1143,394,1041,543,901,560,787,1062,66,1816,1,1
55,1686,95.2,271,543,1158,403,1081,538,844,562,732,1018,62,1748,1,1
56,1802,105.5,287,585,1176,442,1060,565,918,597,799,1094,71,1851,1,1
55,1820,98.2,297,565,1103,431,983,539,942,582,831,1100,67,1938,1,1
45,1757,96.5,275,553,1137,424,1046,506,950,542,846,1018,61,1758,1,1
58,1780,95.9,286,560,1108,400,1129,507,894,573,776,1068,66,1930,1,1
37,1780,76.7,273,556,1032,391,882,487,844,596,722,1114,66,1895,1,1
41,1682,84.5,275,581,1077,406,957,510,873,532,766,1006,68,1773,1,1
47,1711,95.7,257,569,1173,428,1067,556,928,528,797,994,64,1730,1,1
24,1679,80.9,271,591,1104,400,931,502,828,557,719,1025,70,1824,2,1
42,1674,84,262,578,1117,407,966,511,857,538,739,1021,62,1724,1,1
38,1755,84.3,280,560,1024,390,931,496,895,559,788,1052,66,1826,1,1
30,1706,84.2,274,588,1076,390,981,516,874,546,764,1017,67,1753,1,1
37,1850,87,277,571,1058,396,924,507,964,589,837,1155,64,1917,1,1
21,1676,64.9,251,535,949,370,814,465,873,529,763,1036,58,1718,1,1
27,1908,94.4,285,610,1057,404,976,513,1017,592,887,1132,67,1928,1,1
27,1825,92.6,275,583,1082,409,1025,534,960,570,823,1087,63,1878,1,1
42,1799,97.3,283,585,1217,423,1038,534,898,586,782,1110,65,1940,1,1
21,1810,81,284,555,1016,370,939,471,930,582,810,1095,62,1894,1,1
39,1792,80.2,258,560,1052,394,899,516,925,572,813,1089,68,1865,2,1
26,1722,66.7,268,580,923,366,796,474,893,537,778,1052,64,1739,1,1
23,1713,84,271,575,1056,401,937,523,908,548,796,1043,58,1773,1,1
34,1775,92.3,264,582,1155,422,983,542,914,569,802,1097,61,1838,1,1
28,1861,88.7,284,588,1110,388,845,545,925,614,803,1167,65,1952,1,1
38,1660,79,257,559,1036,385,957,522,878,524,770,1012,60,1708,1,1
29,1754,110.2,265,575,1237,433,1167,572,945,547,843,1023,63,1756,1,1
47,1762,82.9,268,547,1043,385,939,476,895,553,769,1067,63,1774,1,1
25,1724,88.3,256,557,1068,423,1025,539,897,543,785,1039,61,1764,1,1
56,1627,82.6,246,574,1177,426,1039,527,824,538,724,958,64,1697,1,1
27,1731,107.4,268,574,1158,408,1073,555,957,533,838,1006,64,1735,1,1
32,1862,75,278,565,992,370,900,467,980,577,851,1130,61,1902,1,1
41,1834,100.4,288,565,1128,408,1100,543,989,559,858,1082,61,1828,1,1
26,1881,126.4,294,612,1287,440,1128,580,974,608,848,1141,68,1954,2,1
30,1770,95.7,271,536,1120,392,1042,509,947,561,840,1076,61,1776,1,1
27,1675,89.4,263,590,1104,425,1028,533,906,528,780,1012,65,1696,1,1
39,1721,84.9,280,585,1067,391,987,524,908,548,787,1057,62,1790,1,1
32,1673,93,251,580,1126,424,1052,556,897,519,785,978,66,1713,1,1
41,1909,119.3,313,592,1218,470,1137,584,946,639,830,1183,70,2089,1,1
38,1750,104.2,279,575,1142,437,1080,552,905,568,785,1041,65,1792,1,1
41,1780,90.7,275,595,1086,394,1005,527,903,571,783,1046,65,1924,1,1
22,1840,68.2,270,568,928,352,757,479,932,584,817,1132,61,1920,1,1
40,1873,90.2,294,575,1089,397,932,512,897,618,787,1175,69,2001,1,1
41,1780,118.9,277,585,1253,473,1147,579,903,567,792,1068,68,1795,1,1
43,1768,92.2,283,585,1176,438,1054,546,913,567,792,1073,66,1814,1,1
35,1821,101,302,573,1151,406,950,543,919,594,809,1125,63,1941,1,1
49,1698,79.6,244,560,1123,411,953,503,878,512,757,968,65,1717,1,1
41,1690,104.9,282,571,1233,442,1120,567,867,537,765,1012,71,1802,1,1
37,1773,99.4,288,592,1117,423,1068,518,915,562,787,1066,65,1774,1,1
31,1744,85.9,273,557,1079,414,958,541,927,547,818,1048,70,1801,1,1
24,1733,72.9,252,565,988,366,788,465,962,518,832,1017,67,1738,1,1
26,1813,69.6,269,587,932,393,808,471,978,545,854,1079,58,1760,2,1
42,1834,103.8,279,592,1179,439,1165,526,935,602,818,1080,66,1896,2,1
23,1864,94.4,271,569,1045,421,950,529,974,576,840,1134,62,1860,1,1
39,1885,137.5,277,577,1276,441,1300,582,986,612,865,1114,68,1875,1,1
39,1807,85.3,290,600,1067,399,976,494,929,584,805,1084,67,1867,1,1
20,1800,84.3,266,568,1053,398,855,483,920,562,818,1120,65,1831,1,1
21,1725,66,270,567,901,379,777,445,908,535,772,1078,63,1732,1,1
40,1748,93.7,264,560,1136,414,1077,508,929,544,815,1030,63,1754,1,1
37,1763,94.1,263,563,1146,377,1033,540,920,549,795,1083,67,1805,1,1
49,1728,77,268,573,1024,395,961,489,896,554,780,1033,66,1754,1,1
27,1708,93.7,256,550,1122,370,1118,546,900,533,798,996,58,1737,1,1
20,1657,67.3,263,568,942,373,786,480,903,503,772,994,62,1709,1,1
29,1740,83,270,550,1054,387,966,493,900,550,783,1023,63,1734,2,1
48,1686,78.3,264,567,1063,408,907,501,853,536,740,1029,65,1781,1,1
23,1621,90,267,580,1114,408,1025,545,862,508,753,943,63,1653,1,1
25,1623,67.3,258,563,945,384,795,470,867,511,763,962,62,1621,1,1
28,1629,79,253,570,1039,376,893,529,883,505,771,983,69,1665,1,1
53,1707,101.5,275,592,1177,452,1108,554,887,549,782,1004,64,1802,1,1
25,1717,57.4,268,545,916,357,736,462,847,549,745,1072,62,1767,1,1
24,1767,76.5,277,576,946,367,890,477,910,554,792,1057,64,1793,2,1
31,1847,91.9,289,583,1094,403,914,519,965,588,835,1112,70,1887,2,1
25,1790,79.7,275,557,1024,357,851,481,910,585,794,1114,66,1836,1,1
22,1697,73.1,272,573,961,387,841,467,883,540,761,1047,67,1756,1,1
47,1758,106.5,274,600,1209,435,1176,547,913,555,797,1035,63,1734,2,1
39,1643,67.5,244,572,1053,378,908,494,862,522,743,988,65,1668,1,1
25,1753,77.8,281,558,1064,415,828,499,892,580,778,1095,62,1776,1,1
28,1759,73.9,277,565,963,398,815,483,853,573,733,1085,68,1829,1,1
24,1748,77.9,271,602,985,386,887,489,903,546,782,1042,62,1765,1,1
53,1834,120.7,295,590,1268,481,1158,598,954,607,832,1094,69,1920,2,1
21,1712,71.9,282,572,956,414,836,483,875,553,748,1052,63,1798,1,1
22,1787,87.1,286,589,1086,430,903,532,918,575,798,1111,69,1824,1,1
29,1645,103.4,265,573,1242,427,1128,540,898,519,788,939,62,1670,1,1
25,1755,81.2,265,560,1037,377,831,490,963,544,840,1063,63,1759,3,1
22,1765,80.7,277,585,1035,383,832,511,911,553,784,1102,63,1780,1,1
23,1717,66.4,252,548,922,364,763,451,911,538,809,1047,62,1752,1,1
42,1749,100.2,271,565,1189,435,1068,557,911,543,797,1040,65,1764,1,1
25,1758,78.9,273,576,976,397,928,479,907,554,796,1057,62,1839,1,1
23,1604,83.6,252,581,1057,393,1013,507,850,497,731,946,63,1638,1,1
22,1746,75.5,267,570,958,366,764,474,909,555,788,1098,67,1829,1,1
22,1709,88.5,273,550,1067,392,968,511,887,550,774,1025,64,1786,1,1
31,1656,83.5,243,546,1076,402,1063,511,851,534,739,992,67,1737,1,1
39,1684,101.3,265,545,1191,427,1140,550,880,552,773,1013,61,1753,2,1
21,1781,71.3,260,580,918,372,775,488,918,565,797,1082,63,1853,1,1
26,1750,77.6,265,555,1029,399,853,499,930,546,810,1070,59,1769,1,1
24,1737,90.2,286,578,1078,419,1030,538,882,552,780,1043,62,1754,1,1
25,1891,79.4,297,557,949,382,840,491,967,603,859,1166,64,1901,1,1
25,1788,84.2,271,595,1054,367,943,515,922,580,807,1087,63,1798,2,1
32,1718,93.2,248,563,1112,412,1026,521,935,527,810,1022,62,1701,1,1
29,1640,66.7,255,555,964,386,885,468,878,507,773,960,62,1648,1,1
38,1836,104.3,288,577,1208,404,1054,576,949,583,830,1114,64,1875,2,1
26,1604,73.6,256,567,1024,409,882,491,845,498,734,950,65,1592,1,1
30,1707,80.9,269,564,1058,375,917,457,903,526,803,1019,65,1702,2,1
35,1681,83,265,560,1086,412,995,511,890,525,765,988,63,1710,1,1
54,1840,80.2,292,550,1043,386,927,480,943,594,817,1099,69,1924,1,1
23,1711,60.6,249,555,871,362,758,445,894,526,782,1063,61,1708,2,1
28,1807,80.1,273,562,1042,398,924,500,915,587,800,1110,62,1855,1,1
20,1739,66.8,269,552,986,358,760,477,900,541,765,1060,57,1777,3,1
33,1703,81.1,244,558,1041,373,1016,503,899,524,793,1001,59,1797,1,1
25,1770,59.1,267,561,882,346,769,447,957,540,835,1034,55,1766,1,1
33,1747,92.4,287,565,1117,383,1061,520,918,562,807,1035,62,1745,1,1
42,1848,93.8,284,585,1170,405,1038,532,917,597,809,1127,61,1883,1,1
20,1788,73.5,267,553,981,378,817,499,927,564,803,1097,65,1802,1,1
23,1814,88.5,265,570,1128,397,968,543,917,572,802,1113,65,1885,1,1
30,1754,85.5,278,573,1038,384,904,512,907,564,799,1079,67,1833,1,1
31,1684,83.9,254,570,1053,400,954,509,901,536,788,1023,63,1661,1,1
25,1764,67.8,275,563,914,346,815,455,930,543,815,1053,60,1759,1,1
39,1729,81.1,259,549,1044,389,960,502,946,530,827,1024,60,1762,1,1
21,1746,93,273,578,1065,425,976,516,943,555,815,1057,64,1727,1,1
21,1688,84.6,255,590,1075,410,896,508,900,545,780,1015,67,1674,1,1
26,1729,72.9,269,560,968,372,857,474,906,533,787,1055,62,1728,1,1
30,1835,58.8,279,548,898,342,728,447,938,586,829,1134,63,1914,2,1
39,1739,94.1,260,569,1175,446,1051,544,930,550,818,1021,68,1817,1,1
31,1782,100.3,285,596,1147,440,1021,530,933,566,820,1078,66,1816,2,1
29,1745,81.7,260,574,1026,368,980,505,904,552,785,1042,62,1756,1,1
23,1749,80.4,275,572,1066,390,876,504,909,560,783,1069,65,1824,1,1
28,1720,73,264,560,1008,372,838,473,887,543,773,1049,64,1743,1,1
22,1735,80.4,261,588,992,405,946,485,891,558,771,1057,62,1792,1,1
24,1750,84.9,285,567,1048,397,911,517,875,572,770,1078,67,1889,1,1
43,1772,102.5,275,587,1173,406,1080,531,930,573,817,1080,62,1820,1,1
28,1832,86.4,274,562,1046,392,882,520,935,577,814,1113,62,1865,1,1
27,1850,109.4,287,580,1170,434,1076,542,995,592,867,1080,62,1868,1,1
27,1664,88.2,247,573,1086,414,916,513,888,527,775,1005,65,1690,2,1
32,1675,93.6,257,593,1122,431,1101,533,897,530,777,973,65,1663,1,1
35,1807,92,274,569,1078,403,958,533,949,567,821,1099,61,1786,1,1
28,1765,86.2,275,633,1087,408,944,492,947,537,825,1041,64,1753,1,1
23,1792,86.1,272,578,1042,412,888,520,935,563,806,1092,66,1791,2,1
32,1795,97.7,269,573,1203,397,1058,553,898,582,786,1105,64,1859,1,1
20,1753,70.7,259,565,935,362,777,474,924,550,804,1077,62,1780,1,1
29,1816,96.9,305,571,1106,390,882,542,905,595,802,1118,62,1979,1,1
19,1600,71.8,251,557,1042,410,870,505,862,492,765,948,60,1604,1,1
24,1655,69.9,275,575,978,400,761,492,888,510,787,989,59,1683,3,1
22,1608,71.1,270,559,977,376,822,472,857,505,737,968,62,1701,1,1
31,1753,93.9,267,609,1098,399,1014,523,923,547,803,1043,71,1789,1,1
24,1704,85.9,262,585,1088,404,907,518,935,518,802,1000,62,1722,2,1
32,1887,89.2,298,594,1064,396,913,488,978,600,858,1154,65,1922,1,1
19,1784,74.4,272,564,935,381,820,497,913,564,800,1089,63,1819,1,1
20,1778,63.2,271,565,930,366,745,505,937,552,822,1083,61,1809,1,1
21,1877,91.3,297,565,1063,378,855,494,997,589,873,1148,65,1893,1,1
21,1734,71.6,267,567,966,391,795,476,887,561,776,1072,66,1778,1,1
21,1808,89.9,280,585,1029,407,845,499,948,568,818,1111,67,1852,2,1
33,1815,85.9,279,580,1004,416,872,515,966,571,840,1083,66,1760,1,1
22,1793,82.6,266,579,1019,411,912,502,960,549,838,1073,62,1817,1,1
27,1758,91.1,283,580,1065,386,917,510,944,570,819,1063,60,1786,1,1
33,1772,96.7,284,567,1162,424,995,546,893,581,786,1084,62,1827,1,1
34,1694,78.9,255,558,1055,364,957,492,883,547,781,1018,64,1770,1,1
21,1661,73.3,247,558,976,388,822,491,893,516,787,997,64,1682,1,1
20,1730,90.1,264,584,1061,420,902,551,898,559,778,1065,67,1698,1,1
22,1653,69.3,251,563,956,384,753,484,900,503,787,972,63,1654,1,1
23,1753,81.7,261,558,1068,392,960,489,889,562,782,1079,63,1726,1,1
28,1740,84.6,254,555,1082,401,918,511,928,536,820,1033,62,1775,1,1
27,1711,75.2,259,551,952,373,823,485,933,523,814,1038,63,1751,1,1
22,1758,94.4,264,595,1142,413,972,528,945,555,822,1058,65,1737,1,1
25,1761,69.3,272,553,948,366,843,481,914,563,789,1094,60,1769,1,1
44,1725,87.2,271,554,1119,390,1063,516,885,553,768,1051,65,1832,1,1
24,1702,74.9,258,580,1017,408,824,503,913,530,789,997,65,1735,1,1
29,1775,89.9,263,557,1074,398,970,511,939,552,820,1057,64,1801,1,1
30,1670,86.2,254,578,1099,393,1023,538,883,532,769,1015,63,1770,1,1
25,1768,82.5,278,578,1035,400,900,506,922,565,808,1102,63,1819,1,1
23,1687,80.3,252,565,1042,382,933,502,918,533,802,1025,62,1720,1,1
34,1700,74,259,563,1017,390,828,492,893,519,775,1037,63,1737,1,1
40,1749,96.6,282,584,1171,430,1030,531,913,562,798,1095,66,1818,1,1
37,1710,87.9,268,597,1088,388,986,500,907,531,797,1033,63,1722,2,1
24,1924,75.7,294,577,986,382,821,481,977,617,861,1199,66,1999,1,1
40,1729,88.2,282,581,1157,394,837,560,876,556,767,1057,70,1863,1,1
20,1713,73.3,284,580,994,394,797,482,906,537,795,1037,59,1757,1,1
21,1737,73,270,562,993,377,844,484,889,553,778,1077,65,1782,1,1
41,1741,114.2,274,563,1208,450,1165,574,898,579,782,997,60,1811,1,1
28,1635,78,247,584,1095,417,913,500,858,528,754,972,63,1725,1,1
26,1744,101.9,275,596,1187,407,1068,556,899,562,770,1046,67,1764,1,1
38,1745,109.5,271,557,1238,420,1147,550,918,554,802,1013,62,1814,1,1
20,1744,68.7,280,562,939,376,746,478,893,558,779,1077,60,1737,1,1
42,1733,99.7,272,578,1196,453,1131,542,915,542,804,993,64,1748,1,1
24,1786,102.1,268,563,1135,449,1100,518,942,567,818,1034,65,1778,1,1
54,1797,95,280,580,1117,416,1083,521,914,575,815,1062,64,1829,1,1
23,1824,83.8,281,565,1039,400,964,513,909,584,804,1096,57,1871,1,1
22,1648,97,274,585,1174,424,1100,553,866,536,767,997,57,1719,1,1
22,1627,69.7,244,563,973,379,791,484,874,507,772,978,68,1670,1,1
41,1793,101.2,266,573,1147,456,1111,524,924,562,809,1056,66,1775,1,1
20,1703,62.5,254,547,873,367,771,457,922,513,802,1003,62,1741,1,1
23,1810,105.1,292,558,1159,401,1054,521,963,562,844,1058,59,1766,1,1
25,1868,89.8,279,581,1044,410,894,537,983,579,853,1128,65,1865,2,1
24,1698,91.4,277,577,1130,417,1002,513,937,542,819,1018,62,1731,1,1
28,1720,80.5,270,593,1056,415,911,505,908,545,798,1037,65,1782,2,1
