Age,Height,Weight,Foot_Length,Head_Circ,Chest_Circ,Neck_Circ,Waist_Circ,Shoulder_Breadth,Sitting_Ht,SittingKneeHt,SittingEyeHt,NavalHt,Pupils_Dist,ArmSpan,Writing Hand,Gender (1=M)
21,1776,81.5,285,563,1011,375,945,483,908,557,785,1071,64,1829,1,1
23,1756,103.4,286,594,1172,431,1083,530,886,558,785,1040,67,1839,1,1
22,1685,58.7,252,563,838,365,783,438,879,535,766,1020,63,1746,1,1
19,1733,80.9,267,580,1018,399,954,488,892,551,785,1049,61,1822,1,1
22,1740,78.7,263,577,1043,393,916,506,924,540,806,1051,65,1836,2,1
46,1679,86.7,241,590,1098,426,1067,515,879,519,770,985,64,1717,1,1
30,1667,67.4,257,563,956,382,840,468,912,515,815,976,62,1689,2,1
30,1680,63.1,273,559,936,354,841,462,904,515,791,1000,66,1686,1,1
40,1758,91,266,587,1047,427,1055,518,934,555,819,1047,66,1831,2,1
52,1643,61.6,276,554,968,373,801,452,838,533,740,992,59,1760,1,1
29,1790,112.1,281,591,1216,425,1217,564,922,587,826,1074,65,1927,2,1
33,1798,102,274,598,1151,393,1194,514,933,568,819,1063,66,1845,1,1
21,1703,97.6,267,548,1141,394,1146,544,885,537,774,1008,64,1833,1,1
21,1715,83.8,266,572,1020,417,990,497,901,545,780,1021,65,1833,1,1
31,1861,106.6,289,549,1165,428,1135,519,986,579,866,1075,69,1835,2,1
26,1804,102.9,278,604,1121,428,1113,532,949,566,836,1059,67,1859,1,1
37,1720,70.5,265,566,1012,389,852,487,914,518,804,1034,65,1783,1,1
22,1850,108.3,273,577,1165,408,1146,538,965,586,830,1074,61,1895,1,1
22,1651,57.5,267,544,862,335,784,450,811,525,708,1027,53,1718,1,1
21,1835,80.8,273,579,967,395,840,503,958,577,844,1107,63,1912,1,1
25,1784,91.6,264,615,1066,392,970,521,947,564,835,1052,65,1807,1,1
27,1864,76.6,271,572,992,384,912,481,948,593,849,1148,65,1877,1,1
45,1867,142.9,298,614,1372,458,1300,637,992,594,877,1081,61,1916,1,1
36,1745,94.3,267,605,1178,391,1067,550,915,559,793,1033,67,1817,1,1
31,1717,81.7,274,584,1043,394,885,518,890,548,781,1032,66,1773,1,1
27,1735,70.1,263,577,989,360,830,517,922,549,806,1063,65,1829,2,1
19,1603,52.3,249,535,880,335,728,446,821,499,719,964,62,1638,1,1
37,1729,77.5,271,581,1031,383,911,496,916,536,808,1024,64,1833,1,1
22,1801,68.7,264,557,939,380,822,459,935,568,821,1078,58,1846,1,1
20,1648,70.3,266,568,942,377,846,489,893,519,770,975,61,1714,1,1
31,1823,116.7,285,601,1194,444,1181,572,929,582,809,1075,69,1951,1,1
46,1598,62,252,548,1026,373,857,473,847,499,749,941,61,1660,1,1
29,1774,99,272,604,1156,410,940,561,916,554,793,1071,70,1862,1,1
27,1870,109.9,299,587,1134,445,952,534,953,613,840,1182,70,2009,1,1
42,1825,101.2,272,594,1157,442,1025,554,907,595,791,1135,67,1930,1,1
35,1792,87.5,284,575,1159,432,928,548,898,573,782,1115,77,1977,1,1
40,1702,77.8,260,557,1048,397,894,502,882,548,770,1062,66,1811,1,1
43,1773,89.4,260,568,1164,426,975,525,940,573,822,1082,61,1833,1,1
25,1765,67.8,263,583,904,372,802,473,949,544,842,1050,64,1814,1,1
25,1790,81.8,263,580,1043,406,885,516,957,563,840,1074,64,1839,1,1
38,1821,88.1,289,572,1135,395,922,523,931,588,830,1137,66,1914,1,1
32,1792,104.7,267,597,1172,425,1035,556,926,579,818,1090,66,1797,2,1
35,1865,100.9,286,560,1127,433,1080,554,961,583,861,1122,65,2010,1,1
21,1767,95.6,278,592,1165,404,984,526,935,556,815,1051,66,1799,1,1
21,1678,68.9,270,569,928,366,795,476,906,512,788,1002,62,1707,1,1
22,1728,90.9,258,560,1112,403,952,518,904,544,800,1032,64,1796,1,1
24,1744,115.9,280,575,1207,428,1122,537,893,578,788,1086,66,1937,1,1
25,1730,82.2,257,590,1043,399,913,515,908,543,807,1033,57,1803,1,1
29,1800,69.8,268,581,971,371,780,467,918,577,811,1101,63,1864,3,1
20,1822,84.6,268,578,1018,390,834,490,935,570,842,1115,62,1899,1,1
22,1753,65.6,280,573,889,360,803,481,893,575,786,1093,67,1884,2,1
28,1719,89.2,266,579,1113,383,1037,521,922,543,808,1032,64,1805,1,1
23,1696,65.9,263,566,914,365,775,457,913,526,788,1004,61,1680,2,1
21,1660,66.2,257,548,950,349,862,489,907,504,794,982,56,1685,1,1
19,1819,85.8,298,567,1025,374,936,504,940,589,838,1089,61,1948,1,1
20,1713,86.7,276,623,1069,421,873,531,937,549,815,1046,66,1816,1,1
20,1718,83.4,258,607,1038,383,961,520,920,535,790,1002,67,1746,2,1
25,1695,100.9,288,583,1139,437,1030,552,939,517,839,979,65,1746,1,1
21,1671,79.6,258,575,993,381,944,491,867,518,767,986,64,1760,1,1
24,1741,80.4,274,582,993,395,867,487,885,555,784,1048,61,1932,1,1
26,1759,94.7,263,575,1132,430,932,539,943,548,837,1052,62,1808,1,1
24,1770,82.6,287,570,1032,399,890,504,945,535,831,1056,64,1818,1,1
20,1813,99.5,278,572,1101,416,1011,524,934,563,828,1087,62,1848,1,1
21,1737,92.2,268,574,1065,403,952,503,908,554,796,1057,64,1740,1,1
25,1542,63.9,254,553,960,363,859,472,851,467,735,876,63,1557,1,1
19,1797,72,274,563,949,364,813,490,946,558,841,1097,58,1822,1,1
31,1685,77.1,260,557,1017,377,887,472,930,513,829,972,62,1676,1,1
48,1700,80,268,573,1028,415,946,502,916,537,806,1005,62,1746,1,1
40,1612,78.2,255,558,1098,398,944,499,833,508,731,974,60,1663,1,1
26,1758,73.4,264,567,940,380,862,491,911,562,798,1069,62,1847,1,1
43,1666,110.3,265,581,1207,447,1185,563,897,528,800,927,62,1728,1,1
21,1752,105.4,274,574,1168,405,1072,568,942,546,832,1056,63,1878,1,1
26,1749,85.1,259,577,1074,399,1015,530,932,547,833,1054,62,1804,1,1
22,1824,95.9,297,570,1123,426,952,529,924,583,811,1140,61,1907,2,1
21,1767,79.8,279,595,992,392,908,466,912,560,802,1059,68,1818,1,1
22,1802,84.3,268,590,1042,382,864,511,961,563,844,1088,64,1869,1,1
21,1817,91.4,260,564,1081,405,938,530,952,568,841,1080,63,1850,2,1
21,1772,68.6,281,567,971,369,791,496,920,556,801,1072,66,1853,1,1
21,1777,88.9,286,577,1083,406,880,533,944,556,835,1047,61,1889,1,1
23,1715,75.8,269,577,1037,384,914,498,890,535,776,1033,63,1744,2,1
20,1792,77.7,273,606,1000,412,805,499,949,553,835,1070,67,1859,1,1
28,1849,98.6,284,590,1073,409,1029,534,977,588,855,1097,68,1864,1,1
20,1750,75.1,268,617,1013,388,820,495,937,541,823,1039,69,1784,1,1
28,1760,80.9,272,566,1021,379,923,510,928,555,812,1057,66,1846,1,1
24,1938,96,292,613,1062,413,920,540,941,632,828,1194,64,2091,1,1
27,1849,97,269,576,1104,415,1011,526,972,570,853,1102,58,1848,1,1
27,1727,84.6,265,588,1101,405,952,521,891,544,785,1050,61,1770,1,1
23,1809,81.9,287,580,991,385,945,495,943,566,827,1078,67,1853,1,1
30,1840,96.3,297,600,1074,406,967,512,964,580,846,1099,65,1843,1,1
47,1785,92,274,572,1107,410,1015,530,928,566,814,1046,67,1899,1,1
20,1745,82.7,282,588,1032,402,892,503,895,570,779,1064,62,1897,2,1
24,1732,81.1,270,607,994,393,866,490,885,547,784,1044,68,1831,1,1
24,1713,87.8,275,550,1073,387,1034,523,886,539,781,1014,58,1805,1,1
22,1644,57.9,245,573,896,349,761,466,860,508,758,976,65,1683,1,1
20,1786,96.7,279,581,1122,401,924,530,942,555,841,1083,68,1875,1,1
22,1835,98.2,289,572,1076,400,987,526,992,568,869,1093,58,1819,1,1
27,1763,100.1,280,582,1180,430,1034,575,923,563,829,1065,62,1880,1,1
26,1687,78.4,250,571,1014,392,933,505,918,519,811,986,63,1756,1,1
25,1855,85.8,286,567,1032,385,917,492,937,599,831,1133,65,1907,1,1
20,1720,93.3,282,589,1097,405,1021,515,926,542,821,1015,64,1759,1,1
26,1572,67.5,256,574,1061,360,812,484,823,498,721,970,60,1690,1,1
26,1715,66.8,263,583,977,378,800,448,902,534,793,1039,65,1703,1,1
29,1658,80.2,263,584,975,391,883,489,900,524,790,983,67,1689,1,1
34,1720,80.4,258,593,1013,403,940,500,926,537,816,1019,65,1646,1,1
20,1777,92.5,269,615,1072,409,992,530,947,552,819,1018,62,1820,1,1
24,1638,77.8,285,560,1049,395,816,520,865,526,765,1023,70,1820,1,1
41,1902,105.7,292,590,1147,420,1088,549,1017,593,894,1115,62,1889,2,1
37,1793,90.1,270,603,1073,445,978,503,944,550,828,1088,68,1837,1,1
20,1799,77.2,281,565,985,383,837,506,921,562,829,1080,60,1884,1,1
24,1826,90.4,289,590,1113,397,904,521,944,583,835,1115,65,1887,1,1
43,1830,90.1,297,584,1091,417,980,511,945,584,833,1128,60,1895,1,1
34,1755,96.1,267,610,1157,418,1049,543,952,540,838,1021,66,1808,1,1
33,1865,101.7,286,563,1143,423,962,534,987,579,874,1127,65,1908,1,1
40,1806,89.7,268,585,1038,417,966,510,959,563,836,1086,67,1834,1,1
29,1792,91.6,266,576,1116,374,1073,502,935,552,826,1059,63,1813,1,1
39,1777,74.4,267,588,1026,380,874,494,937,551,824,1055,70,1858,1,1
26,1854,82.8,288,574,1039,406,815,536,925,612,805,1153,67,2032,1,1
37,1819,80.6,263,560,1011,394,900,509,990,553,875,1065,62,1860,1,1
21,1810,84.1,278,582,969,388,841,507,941,558,828,1092,69,1826,1,1
41,1682,79.4,268,586,1002,377,946,489,897,526,788,1008,62,1771,1,1
30,1845,99.2,273,574,1097,398,1087,538,966,584,865,1098,64,1838,1,1
38,1852,106.3,293,574,1181,435,1079,534,939,603,827,1135,69,1930,1,1
35,1691,74.9,264,559,999,372,906,481,844,544,744,1031,71,1777,1,1
26,1738,80.4,276,584,1011,396,907,524,940,552,814,1026,68,1837,1,1
37,1711,72.6,254,558,1041,387,902,486,903,525,788,1005,66,1726,1,1
22,1752,75.6,279,571,1010,379,899,514,913,549,805,1060,61,1829,2,1
33,1729,78.3,258,554,1037,372,892,512,928,533,810,1042,63,1740,1,1
30,1640,63.9,254,554,933,356,850,446,862,516,769,968,67,1633,1,1
37,1670,64.3,264,564,908,385,792,449,870,513,778,1013,60,1760,1,1
29,1759,84.6,269,574,1034,395,934,506,909,558,800,1070,61,1781,1,1
42,1828,92,262,588,1026,386,1074,521,956,574,845,1102,65,1852,1,1
31,1651,74,267,554,1017,370,880,509,872,524,768,996,63,1742,1,1
32,1785,91.6,286,585,1112,395,1006,537,906,579,798,1108,67,1909,1,1
29,1871,105.1,277,565,1161,441,1103,553,969,593,856,1143,59,1950,1,1
36,1694,75.4,264,570,1072,397,931,503,838,557,732,1033,67,1822,1,1
31,1785,95.6,260,588,1146,409,1065,521,938,560,823,1067,66,1789,1,1
26,1706,68.4,259,580,943,361,801,464,892,532,778,1021,67,1802,1,1
47,1700,72.6,253,556,1006,375,962,489,885,520,779,1018,65,1745,1,1
32,1597,72.1,239,576,1021,385,928,455,863,474,765,925,58,1615,1,1
30,1827,96.2,286,596,1096,380,964,533,963,580,847,1103,67,1892,1,1
22,1736,65,258,577,929,379,766,489,957,523,853,998,64,1754,1,1
35,1798,96.7,280,584,1144,441,1022,537,933,582,820,1089,61,1860,1,1
53,1707,97.5,272,578,1143,448,1061,535,954,522,840,967,61,1687,1,1
37,1781,99.2,279,613,1182,426,1051,530,946,565,829,1034,64,1824,1,1
42,1700,79.8,250,588,1043,394,942,490,896,521,776,999,66,1733,1,1
44,1828,101.7,276,591,1111,423,1087,559,950,589,852,1096,70,1968,2,1
26,1714,108.2,273,584,1237,411,1136,558,955,523,839,1008,61,1718,1,1
23,1842,107.7,289,578,1119,385,1025,536,964,588,850,1128,68,1947,1,1
24,1909,129.2,296,614,1258,456,1136,584,1001,615,883,1147,68,1986,1,1
24,1726,66.1,259,591,938,367,864,460,909,535,793,1038,65,1782,1,1
22,1726,72.8,269,573,985,372,831,500,902,551,789,1048,63,1800,1,1
29,1670,65.7,259,556,985,370,842,493,873,513,771,1011,61,1726,1,1
22,1900,79.2,299,564,961,363,900,471,992,590,884,1130,64,1877,2,1
25,1630,78.1,249,596,1046,384,947,491,882,499,781,966,59,1686,1,1
39,1779,114.5,263,594,1213,461,1137,573,955,554,844,1049,62,1807,1,1
39,1849,115.1,291,607,1203,473,1097,578,932,617,813,1127,65,1866,1,1
31,1796,91.6,284,605,1114,420,947,538,951,579,825,1077,68,1850,1,1
36,1822,104.4,300,587,1158,415,1040,533,971,582,845,1097,62,1883,1,1
25,1635,66.4,257,555,952,366,748,484,878,511,771,977,60,1709,1,1
37,1710,88.4,266,592,1095,425,1026,517,896,538,783,1001,66,1737,1,1
38,1703,86.6,263,592,1088,402,971,509,935,536,810,990,63,1717,2,1
29,1749,91.2,282,614,1086,408,976,539,927,556,798,1036,65,1916,2,1
35,1742,80.2,267,569,1008,416,919,502,920,540,813,1032,66,1819,2,1
37,1687,79.6,252,562,1046,387,910,525,915,516,794,981,66,1730,2,1
38,1731,71.7,263,550,968,365,906,477,901,555,803,1042,62,1849,1,1
31,1931,82.1,299,586,1021,366,836,485,983,630,857,1199,63,1978,1,1
39,1775,91.6,267,577,1116,397,1022,529,891,570,786,1049,65,1766,1,1
36,1830,80.9,282,570,1025,383,895,509,904,603,797,1128,66,1904,1,1
42,1740,99.7,272,574,1213,400,1080,519,884,560,797,1044,59,1790,1,1
22,1847,89.5,280,586,1082,382,916,503,941,576,827,1118,66,1952,1,1
31,1647,91.9,246,588,1143,429,1084,558,844,535,748,965,67,1792,1,1
28,1928,96.3,286,584,1121,388,975,531,990,608,873,1175,60,1985,1,1
21,1782,82,286,588,975,366,847,476,941,561,835,1076,64,1849,1,1
25,1781,71.9,279,568,919,387,808,471,943,562,835,1072,63,1837,1,1
28,1761,82.8,280,586,1038,405,868,510,941,552,816,1063,63,1766,1,1
34,1728,68.3,270,589,926,367,837,460,933,531,823,1017,65,1770,1,1
33,1705,82.8,262,581,1036,415,960,492,892,543,792,1026,62,1673,1,1
28,1729,62.8,258,572,877,369,774,429,905,543,792,1049,61,1762,1,1
31,1752,89.4,269,581,1105,413,1004,512,905,547,801,1048,62,1810,1,1
38,1776,92.8,273,582,1061,415,1077,512,933,566,803,1055,71,1812,1,1
29,1643,55.5,255,554,948,361,701,460,862,509,750,998,65,1746,1,1
28,1570,61.8,246,543,990,385,892,485,851,480,734,924,62,1587,1,1
31,1725,83.4,266,568,1074,411,942,502,904,539,791,1041,57,1803,1,1
24,1810,80.6,264,568,1018,382,800,500,987,545,862,1080,65,1830,1,1
25,1814,95.5,271,555,1069,404,1064,538,935,569,826,1107,63,1843,1,1
35,1744,104.1,275,572,1174,418,1109,555,903,570,799,1021,62,1846,1,1
25,1776,101.2,275,571,1141,458,1034,532,912,577,811,1079,61,1875,2,1
28,1819,134.5,288,596,1291,451,1308,599,921,611,803,1088,62,1880,1,1
30,1715,93.7,259,584,1131,431,1057,530,945,530,820,1012,64,1700,1,1
20,1826,75.1,282,594,1000,384,844,491,973,561,855,1093,63,1831,1,1
33,1763,80.8,282,580,1011,415,909,489,948,547,834,1046,66,1778,1,1
26,1842,76.4,286,582,974,407,808,493,971,562,856,1102,62,1850,1,1
31,1728,102.7,275,600,1192,422,1115,542,858,558,753,1062,66,1875,1,1
22,1827,87.9,284,573,1034,386,859,497,917,587,803,1128,64,1916,1,1
23,1680,87.4,273,566,1046,404,990,527,894,530,785,983,67,1788,1,1
19,1822,100.8,282,570,1105,380,965,532,994,551,890,1063,67,1886,2,1
23,1614,71.4,258,577,1024,386,828,487,860,504,752,973,68,1663,1,1
25,1757,70.2,257,566,1005,370,832,497,940,541,831,1048,62,1758,1,1
21,1743,92.7,272,587,1134,404,1002,512,900,554,787,1067,61,1813,1,1
28,1777,80.6,280,594,1052,392,900,507,935,578,816,1079,64,1823,1,1
28,1775,94.4,290,567,1171,382,1030,534,938,552,821,1037,61,1886,3,1
34,1889,85.7,274,555,1019,382,895,504,992,591,879,1145,67,1876,1,1
25,1788,63.8,250,572,943,381,788,483,931,562,810,1084,60,1810,1,1
30,1657,73.6,243,562,1035,387,892,494,899,516,790,983,62,1676,1,1
33,1713,76.9,266,545,988,366,907,490,901,529,804,1013,64,1732,2,1
39,1685,92.7,264,560,1197,410,1077,541,873,532,786,1003,60,1735,2,1
24,1774,93.7,288,562,1128,375,994,518,912,564,801,1117,61,1839,1,1
34,1737,94,262,561,1132,418,1032,529,935,541,813,1032,66,1759,1,1
21,1790,106,278,610,1095,433,1037,531,963,567,840,1072,68,1778,1,1
20,1747,79.9,265,585,1054,403,842,502,904,550,782,1081,71,1847,1,1
30,1877,95.4,296,562,1082,382,995,523,969,593,863,1135,63,1942,1,1
27,1854,110.3,284,599,1267,438,1115,573,966,585,860,1104,62,1908,1,1
24,1854,97.4,280,584,1131,401,1014,533,965,572,857,1106,60,1931,1,1
22,1799,118,297,625,1248,466,1142,572,913,589,803,1083,71,1919,1,1
27,1642,76,260,587,1032,385,905,488,890,515,773,964,67,1666,2,1
38,1784,99.7,271,576,1167,464,1082,534,905,569,802,1067,65,1842,1,1
34,1739,91.8,276,572,1114,417,1016,545,952,537,833,1029,58,1787,2,1
32,1730,87,265,586,1054,412,967,525,894,554,778,1049,69,1803,1,1
33,1756,87.3,278,543,1096,387,915,524,904,560,803,1060,60,1881,1,1
25,1757,71.7,264,574,1005,376,879,487,928,551,826,1057,63,1783,1,1
31,1768,99.2,267,590,1170,426,1043,556,932,556,823,1048,61,1822,1,1
31,1688,77.9,267,541,987,378,887,485,833,542,748,1039,61,1844,1,1
37,1805,119.3,278,600,1257,458,1152,573,950,569,824,1081,68,1874,2,1
33,1725,80.3,260,567,1031,394,938,490,915,549,809,1037,61,1776,1,1
31,1817,91.6,259,590,1058,418,963,521,970,560,856,1054,64,1865,1,1
34,1879,90.8,282,567,1077,398,992,505,986,599,888,1133,68,1896,1,1
41,1734,86.1,268,590,1095,410,999,536,929,543,824,1006,63,1781,1,1
38,1788,101.1,283,585,1205,406,1097,552,920,575,806,1065,66,1878,1,1
31,1807,76.9,283,587,1035,382,865,508,987,563,867,1068,67,1862,1,1
23,1727,63,249,561,912,362,791,470,919,537,810,1023,62,1688,1,1
23,1755,98.4,265,572,1114,397,1073,544,911,559,794,1100,63,1825,1,1
25,1872,83.5,271,564,1034,377,907,498,947,597,834,1135,61,1897,2,1
29,1717,65.1,248,550,936,358,798,480,902,530,801,1023,62,1749,1,1
25,1810,111.5,276,584,1223,395,1108,541,938,583,823,1108,67,1891,1,1
46,1703,78,274,531,1019,368,975,490,901,534,795,1037,67,1798,1,1
34,1790,89.1,288,577,1059,392,992,511,917,580,794,1081,59,1846,1,1
40,1705,92,262,564,1088,411,1040,539,897,539,790,1021,63,1800,1,1
40,1833,74.1,288,555,998,355,857,470,962,582,844,1088,64,1876,2,1
27,1829,116.1,261,576,1198,471,1197,573,957,578,841,1109,68,1884,1,1
27,1842,90.2,270,560,1023,394,961,517,950,571,833,1110,63,1859,1,1
21,1620,71,259,588,989,397,879,478,866,503,769,971,67,1669,1,1
21,1721,70.4,270,579,944,373,770,473,902,537,793,1037,66,1825,2,1
22,1728,65.3,262,563,932,380,763,471,929,522,813,1028,61,1752,1,1
26,1767,64.6,251,550,922,349,789,468,935,552,828,1055,61,1809,1,1
26,1697,82.3,269,584,1083,397,975,511,902,533,800,1019,64,1795,1,1
35,1634,65.5,246,563,1008,352,862,482,845,518,731,988,67,1753,1,1
27,1772,92.1,264,591,1128,415,974,525,933,552,816,1060,66,1782,1,1
25,1877,74.1,277,567,1013,381,804,493,1007,571,878,1102,58,1877,1,1
26,1782,73.7,270,587,1009,381,838,489,918,555,807,1074,65,1858,2,1
25,1800,103.5,277,578,1197,422,986,568,953,554,837,1083,67,1843,1,1
25,1754,81.1,267,602,1054,398,890,510,945,547,828,1045,64,1770,1,1
27,1910,125.3,291,584,1182,443,1125,580,1002,603,873,1148,66,1970,1,1
41,1723,82.1,265,573,1109,402,963,504,908,538,808,1018,67,1776,1,1
21,1651,69.5,259,564,1000,375,826,485,870,516,759,992,59,1767,1,1
38,1886,117.6,286,598,1257,467,1118,557,923,629,819,1168,65,1968,2,1
23,1668,79.6,245,583,1047,397,917,495,908,512,797,977,60,1697,1,1
37,1688,76.1,253,565,1023,383,939,495,893,518,791,993,66,1668,1,1
32,1795,70.1,267,547,995,368,799,477,937,565,837,1086,58,1834,1,1
22,1744,82.4,282,592,1029,393,935,511,920,543,798,1029,64,1853,1,1
40,1693,95.3,262,577,1123,436,1081,531,896,528,791,956,64,1722,1,1
23,1678,61,246,549,931,370,821,461,881,512,775,1003,61,1724,1,1
23,1740,97.2,279,576,1088,437,1050,500,964,530,864,1001,62,1786,1,1
27,1723,88.1,257,582,1113,414,1057,508,908,535,793,1024,58,1792,2,1
24,1734,74.9,263,598,1026,390,874,476,922,532,791,1036,64,1737,1,1
26,1868,99.8,274,594,1107,404,1056,541,947,604,817,1109,64,1960,1,1
29,1677,93.9,255,567,1138,410,1047,523,857,511,758,1033,63,1740,2,1
27,1678,103,270,589,1253,431,1062,556,885,517,778,1001,62,1683,1,1
23,1779,119.4,274,600,1260,449,1195,564,934,562,822,1025,64,1868,1,1
38,1753,88.6,265,563,1134,429,1048,522,908,562,801,1071,65,1786,1,1
22,1829,90.8,290,582,1031,392,969,510,928,582,827,1121,68,1952,2,1
29,1900,104,301,583,1116,399,1040,545,954,608,841,1152,68,2084,2,1
25,1816,83.1,281,570,1024,381,863,505,926,580,808,1111,59,1922,1,1
29,1871,124,294,613,1243,442,1181,585,976,592,857,1073,66,1933,2,1
38,1702,69.7,265,563,1075,368,882,480,874,543,768,1011,60,1772,1,1
25,1754,75.7,274,604,980,399,809,485,910,557,796,1079,69,1807,1,1
25,1659,93.2,268,587,1190,420,1023,553,904,507,789,965,70,1726,1,1
29,1725,73.5,261,568,1017,375,848,496,928,524,822,1033,61,1742,1,1
40,1717,111.6,257,597,1239,441,1136,565,922,536,811,997,65,1751,1,1
29,1770,92,274,563,1119,413,984,535,950,543,835,1036,61,1808,1,1
45,1850,70,262,574,939,361,820,476,970,578,864,1119,60,1810,2,1
42,1779,90.6,277,578,1094,420,1002,518,949,548,831,1067,63,1769,1,1
37,1849,102.5,281,575,1196,444,1023,582,967,594,852,1131,65,1958,2,1
37,1809,109.9,277,620,1219,432,1114,583,925,584,812,1062,65,1873,1,1
22,1710,76.5,258,589,1008,388,894,510,893,538,763,1018,67,1800,1,1
20,1715,99,263,588,1146,415,1077,529,898,536,784,1027,66,1809,1,1
26,1629,78,254,577,1016,398,880,503,851,506,744,954,64,1726,1,1
30,1674,82.5,264,574,1074,401,992,532,901,504,798,975,62,1719,1,1
36,1834,102.8,285,598,1147,429,1063,533,948,582,818,1086,65,1830,2,1
27,1813,95.8,270,594,1092,417,1014,511,970,568,842,1072,63,1826,1,1
26,1769,91.8,274,603,1096,427,994,515,933,561,806,1040,64,1834,2,1
45,1853,112.7,280,599,1260,450,1148,569,1009,577,885,1053,70,1880,2,1
50,1750,78.1,277,585,976,382,859,490,945,540,843,1045,67,1787,1,1
26,1721,63.4,261,562,906,356,790,474,912,525,800,1037,63,1732,1,1
29,1706,99.8,276,590,1172,437,1081,570,885,552,767,1040,64,1809,1,1
30,1673,64.7,274,564,947,373,781,449,882,511,775,988,63,1712,1,1
30,1715,69,264,575,949,368,810,477,906,545,796,1040,61,1797,1,1
31,1770,83.5,273,563,1063,404,865,513,930,558,815,1073,62,1851,3,1
33,1682,66.1,258,575,962,380,843,461,889,539,784,1034,63,1694,1,1
31,1782,84.4,261,573,994,383,895,518,961,542,842,1072,59,1776,1,1
23,1748,83.9,266,578,1026,378,914,515,924,540,814,1048,65,1796,1,1
23,1895,137.1,300,604,1285,451,1265,586,978,616,858,1151,65,1946,1,1
22,1782,88.8,276,576,1023,384,990,522,946,560,835,1054,63,1802,1,1
43,1699,64.7,254,527,952,372,868,444,901,517,804,1015,62,1736,1,1
47,1859,71.9,278,573,931,378,852,479,967,589,872,1132,60,1878,2,1
32,1763,82.7,281,568,1062,386,875,502,875,577,765,1098,71,1898,1,1
27,1790,90.3,276,558,1058,380,961,514,954,558,845,1071,59,1783,1,1
22,1799,105.7,277,613,1165,448,1055,567,967,563,841,1079,72,1836,1,1
29,1819,116.2,293,577,1204,450,1144,563,971,568,858,1060,66,1838,1,1
36,1716,86,263,581,1048,393,1006,516,923,539,811,990,62,1782,1,1
40,1732,96.3,284,566,1199,433,1049,537,869,572,750,1058,68,1857,1,1
22,1823,104.5,284,570,1135,417,1108,561,947,574,832,1071,66,1887,1,1
22,1641,88.2,262,576,1108,402,1021,522,869,519,777,1005,63,1723,1,1
22,1704,87.4,286,625,1037,407,877,502,886,541,774,1043,74,1865,1,1
29,1890,122.5,306,597,1289,427,1147,592,964,611,841,1167,65,1997,1,1
19,1653,72.3,256,567,991,383,831,488,911,511,810,972,61,1708,2,1
22,1803,77.3,283,563,949,369,843,498,933,577,824,1096,63,1875,1,1
41,1683,78.6,258,560,1072,376,1017,500,885,523,771,997,62,1821,1,1
29,1822,97.2,261,600,1085,430,965,542,1000,553,866,1052,71,1870,1,1
26,1812,105.2,289,591,1141,426,1016,539,932,568,813,1113,63,1871,1,1
43,1790,85.5,282,594,1063,399,875,540,939,577,830,1091,66,1956,1,1
37,1797,98.2,268,586,1117,414,1051,523,949,556,831,1042,65,1767,1,1
21,1796,69.4,277,582,922,367,790,485,928,563,822,1087,69,1836,2,1
35,1654,96.8,256,578,1143,446,1050,543,896,512,794,991,62,1731,1,1
21,1714,82.1,263,587,1032,401,947,494,923,529,799,997,66,1760,1,1
30,1774,91,272,583,1029,411,994,502,932,566,818,1078,66,1809,1,1
32,1744,94,273,564,1119,413,1058,545,874,569,773,1051,64,1829,1,1
19,1863,104.1,297,601,1084,436,960,506,950,608,819,1151,67,1950,1,1
34,1772,99.6,277,582,1143,443,1060,535,915,591,805,1085,66,1839,1,1
26,1788,99.6,291,574,1156,421,950,539,882,584,772,1112,65,1889,1,1
20,1709,70.5,282,547,990,399,768,497,918,533,806,1030,64,1821,1,1
26,1692,67,244,570,978,383,853,463,886,522,781,1003,61,1677,1,1
25,1809,107.3,273,582,1128,439,1041,570,921,592,814,1110,62,1912,1,1
31,1708,96.1,272,586,1151,433,1030,546,898,560,793,1036,67,1768,2,1
39,1710,59.9,266,575,887,376,731,451,896,534,790,1018,62,1733,1,1
38,1746,85.9,267,566,1074,401,958,526,908,553,814,1047,68,1813,1,1
23,1798,97.1,278,598,1114,430,1062,541,922,576,804,1076,67,1843,1,1
27,1765,90.6,279,574,1085,418,1000,520,921,560,807,1045,64,1842,1,1
20,1772,72.1,265,595,925,388,840,462,966,528,852,1029,61,1816,1,1
35,1842,98.1,282,603,1142,421,1031,520,970,584,853,1114,67,1854,1,1
28,1792,88.6,272,565,1116,407,956,531,990,536,882,1050,61,1875,1,1
36,1728,68.9,281,550,993,389,768,459,910,552,801,1014,67,1776,1,1
39,1825,81.8,282,584,1034,367,895,494,998,555,880,1054,67,1809,1,1
40,1732,95.2,270,562,1153,398,1146,519,889,558,773,1035,66,1842,1,1
29,1870,88.2,289,593,1069,412,907,518,955,597,848,1144,62,1933,1,1
31,1649,90.5,266,599,1140,452,917,554,866,533,760,989,71,1783,1,1
30,1701,94.1,255,584,1106,414,1023,518,926,507,815,1012,62,1721,1,1
26,1800,67,262,578,904,362,771,460,969,538,860,1087,63,1752,1,1
28,1745,84.8,259,578,1054,398,973,502,931,543,814,1015,68,1825,1,1
